route,flight_date,days_to_departure,airline,price,duration,stops_count
DEL-SIN,2025-12-05,5,Air India,16302,5 hr 50 min,Nonstop
DEL-SIN,2025-12-05,5,Air India,19452,5 hr 30 min,Nonstop
DEL-SIN,2025-12-05,5,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-05,5,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-06,6,IndiGo,12469,11 hr 50 min,1 stop
DEL-SIN,2025-12-06,6,IndiGo,14408,9 hr 30 min,1 stop
DEL-SIN,2025-12-06,6,IndiGo,15420,10 hr 15 min,1 stop
DEL-SIN,2025-12-06,6,IndiGo,15577,5 hr 55 min,Nonstop
DEL-SIN,2025-12-06,6,IndiGo,16215,9 hr 40 min,1 stop
DEL-SIN,2025-12-06,6,Air India,16302,5 hr 50 min,Nonstop
DEL-SIN,2025-12-06,6,Air India,16302,5 hr 55 min,Nonstop
DEL-SIN,2025-12-06,6,Malaysia Airlines,19416,8 hr 40 min,1 stop
DEL-SIN,2025-12-06,6,Air India,20696,5 hr 30 min,Nonstop
DEL-SIN,2025-12-06,6,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-06,6,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-07,7,Vietnam Airlines,12501,10 hr 25 min,1 stop
DEL-SIN,2025-12-07,7,IndiGo,13935,13 hr 5 min,1 stop
DEL-SIN,2025-12-07,7,Batik Air,14759,8 hr 55 min,1 stop
DEL-SIN,2025-12-07,7,IndiGo,17416,9 hr 50 min,1 stop
DEL-SIN,2025-12-07,7,IndiGo,17550,9 hr 30 min,1 stop
DEL-SIN,2025-12-07,7,IndiGo,19788,5 hr 55 min,Nonstop
DEL-SIN,2025-12-07,7,Air India,21326,5 hr 50 min,Nonstop
DEL-SIN,2025-12-07,7,Air India,27941,5 hr 30 min,Nonstop
DEL-SIN,2025-12-07,7,Air India,29726,5 hr 55 min,Nonstop
DEL-SIN,2025-12-07,7,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-07,7,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-08,8,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-08,8,IndiGo,11613,13 hr 5 min,1 stop
DEL-SIN,2025-12-08,8,IndiGo,12897,12 hr 25 min,1 stop
DEL-SIN,2025-12-08,8,IndiGo,13366,10 hr 15 min,1 stop
DEL-SIN,2025-12-08,8,Air India,13855,5 hr 55 min,Nonstop
DEL-SIN,2025-12-08,8,Batik Air,13877,8 hr 55 min,1 stop
DEL-SIN,2025-12-08,8,IndiGo,14379,9 hr 30 min,1 stop
DEL-SIN,2025-12-08,8,IndiGo,15577,5 hr 55 min,Nonstop
DEL-SIN,2025-12-08,8,Air India,16045,5 hr 50 min,Nonstop
DEL-SIN,2025-12-08,8,Air India,19195,5 hr 30 min,Nonstop
DEL-SIN,2025-12-08,8,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-08,8,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-09,9,IndiGo,11613,9 hr 30 min,1 stop
DEL-SIN,2025-12-09,9,IndiGo,12594,9 hr 50 min,1 stop
DEL-SIN,2025-12-09,9,IndiGo,12897,10 hr 15 min,1 stop
DEL-SIN,2025-12-09,9,IndiGo,13013,10 hr 40 min,1 stop
DEL-SIN,2025-12-09,9,Batik Air,13877,8 hr 55 min,1 stop
DEL-SIN,2025-12-09,9,Air India,14365,5 hr 55 min,Nonstop
DEL-SIN,2025-12-09,9,IndiGo,14870,9 hr 25 min,1 stop
DEL-SIN,2025-12-09,9,IndiGo,15577,5 hr 55 min,Nonstop
DEL-SIN,2025-12-09,9,Air India,16045,5 hr 50 min,Nonstop
DEL-SIN,2025-12-09,9,Air India,17515,5 hr 30 min,Nonstop
DEL-SIN,2025-12-09,9,Singapore Airlines,34620,5 hr 45 min,Nonstop
DEL-SIN,2025-12-09,9,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-10,10,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,11613,11 hr 50 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,11997,9 hr 30 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,12512,10 hr 15 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,12990,9 hr 50 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,13903,11 hr 10 min,1 stop
DEL-SIN,2025-12-10,10,Batik Air,14072,20 hr 5 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,14401,9 hr 40 min,1 stop
DEL-SIN,2025-12-10,10,Batik Air,14759,8 hr 55 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,14870,9 hr 25 min,1 stop
DEL-SIN,2025-12-10,10,IndiGo,21510,5 hr 55 min,Nonstop
DEL-SIN,2025-12-10,10,Air India,29469,5 hr 55 min,Nonstop
DEL-SIN,2025-12-10,10,Air India,35349,5 hr 50 min,Nonstop
DEL-SIN,2025-12-10,10,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-10,10,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-10,10,Air India,45114,5 hr 30 min,Nonstop
DEL-SIN,2025-12-11,11,Vietnam Airlines,12644,10 hr 10 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,12990,9 hr 50 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,13013,10 hr 40 min,1 stop
DEL-SIN,2025-12-11,11,Batik Air,13184,8 hr 55 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,13628,11 hr 50 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,14038,12 hr 25 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,14401,9 hr 40 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,14507,10 hr 15 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,15022,9 hr 30 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,15447,9 hr 25 min,1 stop
DEL-SIN,2025-12-11,11,Malaysia Airlines,16188,8 hr 40 min,1 stop
DEL-SIN,2025-12-11,11,IndiGo,19788,5 hr 55 min,Nonstop
DEL-SIN,2025-12-11,11,Air India,29469,5 hr 55 min,Nonstop
DEL-SIN,2025-12-11,11,Air India,32614,5 hr 30 min,Nonstop
DEL-SIN,2025-12-11,11,Air India,35349,5 hr 50 min,Nonstop
DEL-SIN,2025-12-11,11,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-11,11,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-12,12,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-12,12,IndiGo,13558,9 hr 50 min,1 stop
DEL-SIN,2025-12-12,12,IndiGo,13760,10 hr 40 min,1 stop
DEL-SIN,2025-12-12,12,IndiGo,14097,11 hr 50 min,1 stop
DEL-SIN,2025-12-12,12,Batik Air,14759,8 hr 55 min,1 stop
DEL-SIN,2025-12-12,12,IndiGo,15022,9 hr 30 min,1 stop
DEL-SIN,2025-12-12,12,IndiGo,15433,10 hr 15 min,1 stop
DEL-SIN,2025-12-12,12,IndiGo,15552,9 hr 40 min,1 stop
DEL-SIN,2025-12-12,12,IndiGo,27563,5 hr 55 min,Nonstop
DEL-SIN,2025-12-12,12,Air India,29726,5 hr 55 min,Nonstop
DEL-SIN,2025-12-12,12,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-12,12,Air India,38756,5 hr 30 min,Nonstop
DEL-SIN,2025-12-12,12,Air India,42226,5 hr 50 min,Nonstop
DEL-SIN,2025-12-12,12,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-13,13,IndiGo,13760,10 hr 40 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,15062,9 hr 50 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,15063,9 hr 40 min,1 stop
DEL-SIN,2025-12-13,13,Batik Air,15421,8 hr 55 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,15433,10 hr 15 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,15774,11 hr 50 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,16336,13 hr 5 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,17243,9 hr 30 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,18374,11 hr 20 min,1 stop
DEL-SIN,2025-12-13,13,Air India,18959,10 hr 30 min,1 stop
DEL-SIN,2025-12-13,13,Air India,19064,9 hr 45 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,19554,10 hr 45 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,19844,9 hr 25 min,1 stop
DEL-SIN,2025-12-13,13,IndiGoOperated by Operated Under Lease From Corendon,23158,8 hr 30 min,1 stop
DEL-SIN,2025-12-13,13,Malaysia Airlines,26681,8 hr 40 min,1 stop
DEL-SIN,2025-12-13,13,IndiGo,32230,5 hr 55 min,Nonstop
DEL-SIN,2025-12-13,13,Air India,42226,5 hr 50 min,Nonstop
DEL-SIN,2025-12-13,13,Air India,42226,5 hr 55 min,Nonstop
DEL-SIN,2025-12-13,13,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-13,13,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-13,13,Air India,54979,5 hr 30 min,Nonstop
DEL-SIN,2025-12-14,14,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-14,14,IndiGo,15963,13 hr 5 min,1 stop
DEL-SIN,2025-12-14,14,IndiGo,16876,9 hr 40 min,1 stop
DEL-SIN,2025-12-14,14,IndiGo,17200,9 hr 50 min,1 stop
DEL-SIN,2025-12-14,14,Batik Air,19106,8 hr 55 min,1 stop
DEL-SIN,2025-12-14,14,Malaysia Airlines,20815,8 hr 40 min,1 stop
DEL-SIN,2025-12-14,14,IndiGo,34719,5 hr 55 min,Nonstop
DEL-SIN,2025-12-14,14,Air India,35611,5 hr 50 min,Nonstop
DEL-SIN,2025-12-14,14,Air India,42226,5 hr 55 min,Nonstop
DEL-SIN,2025-12-14,14,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-14,14,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-14,14,Air India,45376,5 hr 30 min,Nonstop
DEL-SIN,2025-12-15,15,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-15,15,IndiGo,13760,10 hr 40 min,1 stop
DEL-SIN,2025-12-15,15,IndiGo,14494,11 hr 50 min,1 stop
DEL-SIN,2025-12-15,15,IndiGo,15130,10 hr 15 min,1 stop
DEL-SIN,2025-12-15,15,Batik Air,16308,8 hr 55 min,1 stop
DEL-SIN,2025-12-15,15,Malaysia Airlines,18795,8 hr 40 min,1 stop
DEL-SIN,2025-12-15,15,IndiGo,25411,5 hr 55 min,Nonstop
DEL-SIN,2025-12-15,15,Air India,27684,5 hr 30 min,Nonstop
DEL-SIN,2025-12-15,15,Air India,29469,5 hr 50 min,Nonstop
DEL-SIN,2025-12-15,15,Air India,29469,5 hr 55 min,Nonstop
DEL-SIN,2025-12-15,15,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-15,15,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-16,16,IndiGo,14024,13 hr 5 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,14494,11 hr 50 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,14497,9 hr 30 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,14942,11 hr 10 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,15123,13 hr 45 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,15341,10 hr 40 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,15396,9 hr 40 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,15507,10 hr 15 min,1 stop
DEL-SIN,2025-12-16,16,Vietnam Airlines,16187,10 hr 10 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,17200,9 hr 50 min,1 stop
DEL-SIN,2025-12-16,16,Malaysia Airlines,18150,8 hr 40 min,1 stop
DEL-SIN,2025-12-16,16,Batik Air,19106,8 hr 55 min,1 stop
DEL-SIN,2025-12-16,16,Air India,19200,10 hr 30 min,1 stop
DEL-SIN,2025-12-16,16,Vietjet,20544,9 hr 30 min,1 stop
DEL-SIN,2025-12-16,16,IndiGo,21363,5 hr 55 min,Nonstop
DEL-SIN,2025-12-16,16,Air India,24534,5 hr 50 min,Nonstop
DEL-SIN,2025-12-16,16,Air India,24534,5 hr 55 min,Nonstop
DEL-SIN,2025-12-16,16,Air India,27684,5 hr 30 min,Nonstop
DEL-SIN,2025-12-16,16,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-16,16,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-17,17,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-17,17,IndiGo,13640,13 hr 5 min,1 stop
DEL-SIN,2025-12-17,17,IndiGo,14024,9 hr 30 min,1 stop
DEL-SIN,2025-12-17,17,IndiGo,14024,11 hr 50 min,1 stop
DEL-SIN,2025-12-17,17,Batik Air,15421,8 hr 55 min,1 stop
DEL-SIN,2025-12-17,17,IndiGo,15888,9 hr 40 min,1 stop
DEL-SIN,2025-12-17,17,Air India,24534,5 hr 50 min,Nonstop
DEL-SIN,2025-12-17,17,Air India,24534,5 hr 55 min,Nonstop
DEL-SIN,2025-12-17,17,IndiGo,32556,5 hr 55 min,Nonstop
DEL-SIN,2025-12-17,17,Air India,32614,5 hr 30 min,Nonstop
DEL-SIN,2025-12-17,17,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-17,17,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-18,18,IndiGo,15976,13 hr 45 min,1 stop
DEL-SIN,2025-12-18,18,Batik Air,16308,10 hr 55 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,16328,9 hr 30 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,16563,13 hr 5 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,16901,10 hr 15 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,16948,11 hr 50 min,1 stop
DEL-SIN,2025-12-18,18,Malaysia Airlines,17863,11 hr 15 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,18401,9 hr 50 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,18672,11 hr 10 min,1 stop
DEL-SIN,2025-12-18,18,Malaysia Airlines,18797,8 hr 40 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,19171,9 hr 40 min,1 stop
DEL-SIN,2025-12-18,18,Air India,19200,10 hr 30 min,1 stop
DEL-SIN,2025-12-18,18,Air India,20177,9 hr 45 min,1 stop
DEL-SIN,2025-12-18,18,IndiGo,20851,9 hr 25 min,1 stop
DEL-SIN,2025-12-18,18,Vietjet,22312,9 hr 30 min,1 stop
DEL-SIN,2025-12-18,18,Air India,24534,5 hr 55 min,Nonstop
DEL-SIN,2025-12-18,18,IndiGo,25232,5 hr 55 min,Nonstop
DEL-SIN,2025-12-18,18,Air India,27684,5 hr 30 min,Nonstop
DEL-SIN,2025-12-18,18,Air India,29469,5 hr 50 min,Nonstop
DEL-SIN,2025-12-18,18,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-18,18,Singapore Airlines,53740,5 hr 40 min,Nonstop
DEL-SIN,2025-12-19,19,IndiGo,16328,9 hr 30 min,1 stop
DEL-SIN,2025-12-19,19,IndiGo,18609,9 hr 50 min,1 stop
DEL-SIN,2025-12-19,19,Batik Air,18739,10 hr 55 min,1 stop
DEL-SIN,2025-12-19,19,IndiGo,18871,12 hr 25 min,1 stop
DEL-SIN,2025-12-19,19,IndiGo,19796,10 hr 15 min,1 stop
DEL-SIN,2025-12-19,19,Air India,20072,10 hr 30 min,1 stop
DEL-SIN,2025-12-19,19,"AirAsia X, AirAsia",21081,8 hr 20 min,1 stop
DEL-SIN,2025-12-19,19,IndiGo,21363,5 hr 55 min,Nonstop
DEL-SIN,2025-12-19,19,IndiGo,22021,9 hr 40 min,1 stop
DEL-SIN,2025-12-19,19,Malaysia Airlines,22548,10 hr 15 min,1 stop
DEL-SIN,2025-12-19,19,Malaysia Airlines,23951,8 hr 40 min,1 stop
DEL-SIN,2025-12-19,19,Air India,31091,5 hr 50 min,Nonstop
DEL-SIN,2025-12-19,19,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-19,19,Air India,37265,5 hr 55 min,Nonstop
DEL-SIN,2025-12-19,19,Air India,40415,5 hr 30 min,Nonstop
DEL-SIN,2025-12-19,19,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-20,20,"Thai AirAsia X, Thai AirAsia",21704,11 hr 5 min,1 stop
DEL-SIN,2025-12-20,20,Batik Air,22419,8 hr 55 min,1 stop
DEL-SIN,2025-12-20,20,IndiGo,26632,10 hr 45 min,1 stop
DEL-SIN,2025-12-20,20,Malaysia Airlines,28235,11 hr 15 min,1 stop
DEL-SIN,2025-12-20,20,IndiGo,30847,9 hr 25 min,1 stop
DEL-SIN,2025-12-20,20,Vietjet,31303,9 hr 30 min,1 stop
DEL-SIN,2025-12-20,20,Malaysia Airlines,32758,8 hr 40 min,1 stop
DEL-SIN,2025-12-20,20,IndiGo,35706,5 hr 55 min,Nonstop
DEL-SIN,2025-12-20,20,Air India,37265,5 hr 50 min,Nonstop
DEL-SIN,2025-12-20,20,Air India,37265,5 hr 55 min,Nonstop
DEL-SIN,2025-12-20,20,Vietnam Airlines,37503,10 hr 10 min,1 stop
DEL-SIN,2025-12-20,20,Air India,40415,5 hr 30 min,Nonstop
DEL-SIN,2025-12-20,20,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-20,20,Singapore Airlines,53740,5 hr 40 min,Nonstop
DEL-SIN,2025-12-21,21,Batik Air,19090,8 hr 25 min,1 stop
DEL-SIN,2025-12-21,21,"Thai AirAsia X, Thai AirAsia",21989,11 hr 5 min,1 stop
DEL-SIN,2025-12-21,21,Thai Lion Air,22836,15 hr 40 min,1 stop
DEL-SIN,2025-12-21,21,Air India,34241,5 hr 30 min,Nonstop
DEL-SIN,2025-12-21,21,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-21,21,Air India,37265,5 hr 50 min,Nonstop
DEL-SIN,2025-12-21,21,Air India,37265,5 hr 55 min,Nonstop
DEL-SIN,2025-12-21,21,IndiGo,40483,5 hr 55 min,Nonstop
DEL-SIN,2025-12-21,21,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-22,22,Batik Air,19090,8 hr 55 min,1 stop
DEL-SIN,2025-12-22,22,Thai Lion Air,19980,15 hr 40 min,1 stop
DEL-SIN,2025-12-22,22,"Thai AirAsia X, Thai AirAsia",21989,11 hr 5 min,1 stop
DEL-SIN,2025-12-22,22,Vietjet,24335,9 hr 30 min,1 stop
DEL-SIN,2025-12-22,22,IndiGo,25315,10 hr 50 min,1 stop
DEL-SIN,2025-12-22,22,"AirAsia X, AirAsia",25744,8 hr 20 min,1 stop
DEL-SIN,2025-12-22,22,IndiGo,25822,9 hr 50 min,1 stop
DEL-SIN,2025-12-22,22,IndiGo,29789,5 hr 55 min,Nonstop
DEL-SIN,2025-12-22,22,Air India,30829,5 hr 50 min,Nonstop
DEL-SIN,2025-12-22,22,Air India,30829,5 hr 55 min,Nonstop
DEL-SIN,2025-12-22,22,Air India,33979,5 hr 30 min,Nonstop
DEL-SIN,2025-12-22,22,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-22,22,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-23,23,Batik Air,23590,8 hr 55 min,1 stop
DEL-SIN,2025-12-23,23,"Thai AirAsia X, Thai AirAsia",24244,15 hr 5 min,1 stop
DEL-SIN,2025-12-23,23,Vietjet,26420,9 hr 30 min,1 stop
DEL-SIN,2025-12-23,23,Malaysia Airlines,32355,8 hr 40 min,1 stop
DEL-SIN,2025-12-23,23,IndiGo,35443,5 hr 55 min,Nonstop
DEL-SIN,2025-12-23,23,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-23,23,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-23,23,Air India,37003,5 hr 50 min,Nonstop
DEL-SIN,2025-12-23,23,Air India,37003,5 hr 55 min,Nonstop
DEL-SIN,2025-12-23,23,Air India,40153,5 hr 30 min,Nonstop
DEL-SIN,2025-12-24,24,"AirAsia X, AirAsia",24607,11 hr 20 min,1 stop
DEL-SIN,2025-12-24,24,Batik Air,25680,20 hr 5 min,1 stop
DEL-SIN,2025-12-24,24,"AirAsia X, AirAsia",25744,1 hr 5 min KUL,1 stop
DEL-SIN,2025-12-24,24,IndiGo,26725,9 hr 50 min,1 stop
DEL-SIN,2025-12-24,24,Vietnam Airlines,31783,10 hr 25 min,1 stop
DEL-SIN,2025-12-24,24,IndiGo,35706,5 hr 55 min,Nonstop
DEL-SIN,2025-12-24,24,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-24,24,Air India,37003,5 hr 50 min,Nonstop
DEL-SIN,2025-12-24,24,Air India,37003,5 hr 55 min,Nonstop
DEL-SIN,2025-12-24,24,Air India,40153,5 hr 30 min,Nonstop
DEL-SIN,2025-12-24,24,Singapore Airlines,53740,5 hr 40 min,Nonstop
DEL-SIN,2025-12-25,25,"Thai AirAsia X, Thai AirAsia",23089,11 hr 5 min,1 stop
DEL-SIN,2025-12-25,25,Batik Air,24918,8 hr 55 min,1 stop
DEL-SIN,2025-12-25,25,IndiGo,27329,9 hr 25 min,1 stop
DEL-SIN,2025-12-25,25,IndiGo,28486,9 hr 30 min,1 stop
DEL-SIN,2025-12-25,25,IndiGo,28715,9 hr 50 min,1 stop
DEL-SIN,2025-12-25,25,Vietjet,28830,9 hr 30 min,1 stop
DEL-SIN,2025-12-25,25,Vietnam Airlines,31783,9 hr 46 min,1 stop
DEL-SIN,2025-12-25,25,IndiGo,32452,10 hr 40 min,1 stop
DEL-SIN,2025-12-25,25,IndiGo,32730,10 hr 15 min,1 stop
DEL-SIN,2025-12-25,25,Malaysia Airlines,32806,8 hr 40 min,1 stop
DEL-SIN,2025-12-25,25,IndiGo,33837,9 hr 40 min,1 stop
DEL-SIN,2025-12-25,25,IndiGo,35706,5 hr 55 min,Nonstop
DEL-SIN,2025-12-25,25,Air India,37003,5 hr 50 min,Nonstop
DEL-SIN,2025-12-25,25,Air India,37003,5 hr 55 min,Nonstop
DEL-SIN,2025-12-25,25,Air India,40153,5 hr 30 min,Nonstop
DEL-SIN,2025-12-25,25,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-25,25,Singapore Airlines,140806,5 hr 45 min,Nonstop
DEL-SIN,2025-12-26,26,Batik Air,22419,8 hr 55 min,1 stop
DEL-SIN,2025-12-26,26,Thai Lion Air,24650,24 hr 50 min,1 stop
DEL-SIN,2025-12-26,26,"AirAsia X, AirAsia",25483,8 hr 20 min,1 stop
DEL-SIN,2025-12-26,26,IndiGo,27907,11 hr 20 min,1 stop
DEL-SIN,2025-12-26,26,Malaysia Airlines,28630,8 hr 40 min,1 stop
DEL-SIN,2025-12-26,26,IndiGo,28715,9 hr 50 min,1 stop
DEL-SIN,2025-12-26,26,IndiGo,28921,10 hr 40 min,1 stop
DEL-SIN,2025-12-26,26,IndiGo,30847,9 hr 25 min,1 stop
DEL-SIN,2025-12-26,26,Air India,37265,5 hr 50 min,Nonstop
DEL-SIN,2025-12-26,26,Air India,37265,5 hr 55 min,Nonstop
DEL-SIN,2025-12-26,26,Vietnam Airlines,37516,10 hr 25 min,1 stop
DEL-SIN,2025-12-26,26,Air India,40415,5 hr 30 min,Nonstop
DEL-SIN,2025-12-26,26,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-26,26,IndiGo,45156,5 hr 55 min,Nonstop
DEL-SIN,2025-12-26,26,Singapore Airlines,62843,5 hr 40 min,Nonstop
DEL-SIN,2025-12-27,27,Vietjet,26420,9 hr 30 min,1 stop
DEL-SIN,2025-12-27,27,"Thai AirAsia X, Thai AirAsia",27772,11 hr 5 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,28715,9 hr 50 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,29243,10 hr 45 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,29377,11 hr 20 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,30847,9 hr 25 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,31515,13 hr 5 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,32100,11 hr 50 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,32452,10 hr 40 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,33796,12 hr 25 min,1 stop
DEL-SIN,2025-12-27,27,IndiGo,34426,10 hr 15 min,1 stop
DEL-SIN,2025-12-27,27,Malaysia Airlines,36546,11 hr 15 min,1 stop
DEL-SIN,2025-12-27,27,Batik Air,36720,8 hr 55 min,1 stop
DEL-SIN,2025-12-27,27,Air India,37265,5 hr 50 min,Nonstop
DEL-SIN,2025-12-27,27,Air India,37265,5 hr 55 min,Nonstop
DEL-SIN,2025-12-27,27,IndiGo,39632,9 hr 40 min,1 stop
DEL-SIN,2025-12-27,27,Air India,40415,5 hr 30 min,Nonstop
DEL-SIN,2025-12-27,27,IndiGo,52506,5 hr 55 min,Nonstop
DEL-SIN,2025-12-28,28,Batik Air,21742,8 hr 55 min,1 stop
DEL-SIN,2025-12-28,28,"AirAsia X, AirAsia",27301,8 hr 20 min,1 stop
DEL-SIN,2025-12-28,28,Thai Lion Air,27918,15 hr 40 min,1 stop
DEL-SIN,2025-12-28,28,"Thai AirAsia X, Thai AirAsia",29696,11 hr 5 min,1 stop
DEL-SIN,2025-12-28,28,IndiGo,30430,11 hr 50 min,1 stop
DEL-SIN,2025-12-28,28,Vietjet,31303,11 hr 20 min,1 stop
DEL-SIN,2025-12-28,28,IndiGo,32452,10 hr 40 min,1 stop
DEL-SIN,2025-12-28,28,IndiGo,35199,9 hr 50 min,1 stop
DEL-SIN,2025-12-28,28,Air India,37265,5 hr 50 min,Nonstop
DEL-SIN,2025-12-28,28,Vietnam Airlines,37503,10 hr 25 min,1 stop
DEL-SIN,2025-12-28,28,Air India,40415,5 hr 30 min,Nonstop
DEL-SIN,2025-12-28,28,Air India,44216,5 hr 55 min,Nonstop
DEL-SIN,2025-12-28,28,IndiGo,52506,5 hr 55 min,Nonstop
DEL-SIN,2025-12-28,28,Singapore Airlines,53740,5 hr 45 min,Nonstop
DEL-SIN,2025-12-28,28,Singapore Airlines,60438,5 hr 40 min,Nonstop
DEL-SIN,2025-12-29,29,Vietjet,20544,9 hr 30 min,1 stop
DEL-SIN,2025-12-29,29,Batik Air,22204,20 hr 5 min,1 stop
DEL-SIN,2025-12-29,29,Batik Air,24220,10 hr 55 min,1 stop
DEL-SIN,2025-12-29,29,Thai Lion Air,26553,15 hr 40 min,1 stop
